task_type,estimated_duration,deadline_pressure,time_of_day,energy_level,mood_level,task_familiarity,reward_clarity,consequence_severity,previous_delay_count,environment_noise,device_distraction,social_obligation,friction_score,friction_level
health,95,high,evening,4,7,new,unclear,3,4,medium,medium,college,58.27,medium
communication,33,high,morning,5,9,repeated,moderate,3,0,medium,high,individual,26.58,low
finance,9,medium,evening,2,5,new,moderate,1,4,low,low,work,44.27,medium
household,69,high,night,8,2,new,unclear,8,5,medium,medium,individual,76.11,high
household,111,high,evening,10,6,new,unclear,4,3,medium,low,individual,58.47,medium
academic,119,low,morning,3,3,new,moderate,10,5,high,high,individual,76.0,high
communication,73,medium,afternoon,7,9,repeated,unclear,8,2,low,high,college,37.62,medium
communication,67,low,evening,9,7,repeated,moderate,6,5,low,medium,college,35.3,medium
communication,97,medium,evening,9,5,new,unclear,9,5,low,medium,individual,55.49,medium
finance,60,medium,afternoon,8,4,repeated,clear,5,1,low,high,family,30.41,low
health,21,high,morning,3,4,repeated,clear,9,6,low,low,individual,38.16,medium
health,55,medium,afternoon,5,10,new,clear,9,3,medium,high,college,42.22,medium
academic,117,medium,evening,10,5,repeated,moderate,4,0,low,medium,individual,26.04,low
communication,41,low,morning,1,6,new,clear,8,3,medium,medium,work,40.63,medium
academic,92,low,night,7,7,new,moderate,2,3,medium,low,individual,45.53,medium
finance,120,medium,afternoon,4,10,new,unclear,2,0,medium,medium,individual,36.85,medium
household,95,high,afternoon,9,10,new,moderate,1,7,medium,medium,family,35.51,medium
academic,13,medium,afternoon,10,9,repeated,clear,2,7,high,low,family,19.55,low
personal_admin,42,high,afternoon,8,4,repeated,clear,3,6,medium,high,individual,45.83,medium
communication,57,high,afternoon,10,6,new,moderate,6,3,low,low,individual,38.45,medium
household,17,low,morning,7,7,repeated,unclear,4,3,low,medium,work,13.18,low
academic,94,low,evening,10,9,repeated,moderate,6,6,medium,medium,individual,47.34,medium
communication,57,medium,night,4,1,new,moderate,2,7,medium,high,work,87.88,high
personal_admin,79,low,evening,2,8,new,unclear,7,6,medium,medium,individual,62.75,medium
communication,92,low,evening,3,6,repeated,moderate,6,6,medium,medium,individual,50.31,medium
personal_admin,101,low,morning,8,5,repeated,moderate,2,2,low,high,family,19.58,low
academic,53,low,morning,6,3,new,moderate,7,5,high,low,individual,39.43,medium
communication,74,medium,evening,3,3,repeated,unclear,4,2,medium,high,individual,71.98,high
health,39,low,evening,10,3,repeated,moderate,8,1,medium,high,individual,27.92,low
communication,20,low,evening,2,3,new,clear,3,3,medium,low,individual,34.39,low
academic,17,low,afternoon,8,6,new,moderate,2,0,medium,medium,individual,8.81,low
communication,112,medium,evening,9,6,repeated,unclear,5,6,high,low,individual,48.44,medium
communication,15,medium,afternoon,7,4,repeated,unclear,9,4,medium,low,college,43.27,medium
finance,91,high,evening,5,9,new,unclear,8,3,medium,high,college,46.11,medium
health,6,low,evening,8,9,repeated,moderate,2,7,medium,medium,individual,13.19,low
health,98,low,morning,3,5,repeated,moderate,7,2,medium,medium,individual,28.07,low
finance,23,medium,afternoon,4,7,new,clear,1,7,medium,high,family,38.34,medium
academic,108,low,morning,3,5,new,unclear,4,5,medium,medium,individual,57.6,medium
household,49,medium,afternoon,3,4,new,clear,4,6,low,medium,individual,48.83,medium
health,50,high,morning,8,3,new,clear,3,2,medium,medium,college,37.82,medium
personal_admin,51,low,morning,3,9,new,unclear,1,2,low,medium,college,15.14,low
academic,53,low,morning,6,2,repeated,clear,8,1,low,high,college,9.48,low
communication,83,low,afternoon,7,8,repeated,unclear,1,6,medium,low,family,24.45,low
household,46,low,evening,1,4,repeated,moderate,6,1,low,high,work,41.48,medium
academic,37,low,night,8,8,repeated,moderate,7,6,high,high,family,48.83,medium
communication,112,low,night,8,2,repeated,moderate,5,1,medium,medium,family,34.1,low
communication,45,medium,morning,4,7,repeated,moderate,4,6,high,low,individual,39.3,medium
academic,73,low,evening,8,3,new,moderate,6,5,medium,low,individual,42.41,medium
health,90,low,afternoon,6,5,repeated,moderate,9,1,medium,low,individual,15.26,low
health,95,medium,night,7,4,repeated,clear,8,2,low,medium,individual,44.37,medium
personal_admin,115,medium,night,3,2,new,moderate,4,5,low,medium,college,78.73,high
academic,103,medium,night,3,8,repeated,unclear,4,2,medium,medium,individual,54.82,medium
communication,23,medium,morning,10,8,new,moderate,8,2,medium,low,family,5.98,low
household,43,medium,morning,10,10,repeated,clear,2,2,low,high,college,-9.09,low
household,11,medium,evening,9,7,repeated,unclear,8,6,medium,medium,work,47.57,medium
communication,43,medium,morning,10,6,new,moderate,4,2,medium,low,work,5.84,low
health,102,low,night,10,8,repeated,clear,9,4,low,low,individual,26.56,low
academic,38,high,evening,9,7,repeated,moderate,4,6,medium,medium,individual,48.24,medium
personal_admin,95,low,morning,3,9,repeated,unclear,5,3,medium,medium,family,35.76,medium
health,48,high,evening,9,8,new,moderate,8,0,medium,medium,work,42.19,medium
health,73,low,afternoon,3,6,repeated,moderate,9,5,medium,high,college,59.16,medium
health,72,medium,evening,4,6,repeated,unclear,1,5,low,medium,individual,51.27,medium
household,67,medium,morning,3,10,repeated,moderate,10,0,medium,medium,individual,23.61,low
health,75,low,afternoon,5,2,new,clear,6,6,high,low,family,48.62,medium
household,52,medium,evening,4,8,new,moderate,1,0,medium,low,individual,19.65,low
personal_admin,7,medium,afternoon,9,6,repeated,moderate,4,0,medium,medium,family,9.87,low
academic,89,low,morning,2,2,new,moderate,2,6,low,low,individual,50.44,medium
household,38,low,evening,10,2,repeated,unclear,3,3,medium,low,individual,21.7,low
communication,117,low,evening,8,2,repeated,moderate,10,2,medium,high,individual,40.23,medium
household,13,low,morning,3,2,repeated,unclear,10,4,medium,low,family,40.22,medium
household,65,low,morning,9,3,new,moderate,3,0,medium,low,college,12.61,low
communication,24,high,morning,2,6,new,clear,9,5,high,medium,individual,67.5,high
personal_admin,44,medium,afternoon,7,5,new,moderate,1,7,medium,medium,work,56.31,medium
communication,16,medium,morning,6,3,repeated,moderate,9,5,low,low,individual,31.96,low
household,107,medium,night,8,7,new,unclear,2,0,medium,high,family,48.49,medium
academic,114,high,morning,3,4,repeated,moderate,3,5,high,high,individual,70.91,high
household,32,medium,evening,6,2,new,clear,2,6,low,medium,work,49.46,medium
communication,52,medium,afternoon,2,10,repeated,unclear,6,4,low,low,family,41.43,medium
finance,101,low,afternoon,10,1,repeated,clear,4,6,medium,low,college,22.92,low
academic,78,medium,afternoon,10,4,repeated,moderate,6,2,medium,medium,work,46.33,medium
academic,79,medium,evening,7,8,new,clear,4,1,low,high,individual,17.69,low
household,11,low,evening,3,2,repeated,moderate,10,5,medium,medium,college,58.17,medium
household,86,medium,morning,5,3,repeated,moderate,9,0,low,medium,individual,17.19,low
household,87,low,afternoon,3,6,repeated,unclear,2,5,medium,high,individual,36.11,medium
health,18,low,evening,10,3,new,unclear,3,0,high,medium,individual,13.42,low
household,85,low,afternoon,1,9,repeated,moderate,10,0,medium,medium,individual,42.4,medium
communication,91,medium,morning,1,10,repeated,clear,1,0,medium,high,family,11.92,low
communication,23,medium,afternoon,10,3,repeated,clear,7,7,medium,low,college,30.96,low
academic,58,low,morning,4,3,repeated,clear,10,4,medium,medium,individual,30.87,low
finance,64,medium,morning,5,7,new,moderate,4,3,low,high,individual,51.96,medium
communication,113,medium,afternoon,1,3,new,unclear,10,3,high,medium,individual,87.2,high
household,71,low,afternoon,10,4,repeated,unclear,4,4,low,high,individual,34.31,low
health,38,high,morning,3,10,repeated,unclear,6,2,medium,low,family,15.83,low
academic,93,low,evening,3,4,repeated,unclear,8,0,low,medium,family,35.93,medium
personal_admin,45,low,afternoon,2,7,new,clear,9,5,high,low,individual,31.64,low
communication,35,low,morning,6,9,repeated,clear,2,0,medium,medium,college,-8.99,low
communication,43,medium,evening,2,6,repeated,moderate,8,6,high,medium,college,62.22,medium
personal_admin,82,low,morning,4,10,new,moderate,10,3,low,high,individual,31.95,low
health,105,medium,afternoon,5,8,repeated,unclear,9,0,medium,low,family,38.34,medium
communication,56,high,afternoon,3,7,repeated,clear,7,5,low,low,work,40.61,medium
health,51,low,evening,1,4,repeated,moderate,6,3,high,medium,individual,53.94,medium
household,24,high,afternoon,1,5,repeated,unclear,10,7,medium,high,college,82.71,high
communication,100,medium,afternoon,1,5,new,unclear,6,2,high,low,individual,60.14,medium
academic,101,low,night,6,10,new,unclear,6,3,low,low,family,39.03,medium
academic,56,medium,morning,4,10,new,clear,9,7,low,high,individual,52.66,medium
health,99,low,morning,6,2,repeated,moderate,4,0,high,low,individual,20.51,low
academic,75,medium,evening,1,8,new,clear,6,6,medium,low,family,62.14,medium
academic,66,high,evening,5,1,repeated,moderate,8,0,high,high,individual,82.23,high
health,9,high,night,1,6,repeated,moderate,2,3,high,medium,work,46.64,medium
academic,61,low,night,4,2,repeated,moderate,7,6,low,high,individual,63.59,medium
household,8,low,afternoon,9,6,repeated,moderate,1,3,medium,medium,family,7.77,low
communication,15,high,afternoon,6,4,new,moderate,2,3,high,low,family,54.23,medium
communication,23,medium,night,4,8,new,moderate,1,1,low,medium,individual,38.73,medium
health,106,medium,night,10,10,new,moderate,8,5,medium,low,college,38.52,medium
communication,88,medium,afternoon,7,8,new,clear,5,3,low,medium,individual,29.72,low
communication,31,medium,morning,10,6,repeated,clear,7,7,high,medium,family,24.89,low
finance,33,medium,evening,10,3,repeated,clear,2,4,low,high,family,28.16,low
communication,22,high,afternoon,1,2,repeated,unclear,6,4,medium,low,individual,53.59,medium
communication,41,low,night,1,7,new,moderate,2,0,medium,low,college,27.43,low
personal_admin,65,medium,evening,5,6,repeated,moderate,8,3,low,low,work,36.62,medium
household,120,medium,night,7,9,new,moderate,1,1,medium,low,individual,29.12,low
household,51,high,morning,9,1,repeated,moderate,3,2,low,low,individual,31.73,low
academic,93,high,night,9,3,repeated,clear,9,5,low,medium,individual,60.85,medium
communication,24,low,evening,10,6,repeated,moderate,9,7,low,high,college,37.15,medium
academic,74,medium,morning,8,5,new,unclear,6,0,low,high,college,40.67,medium
communication,104,high,afternoon,2,2,repeated,unclear,7,2,low,medium,individual,57.57,medium
health,53,low,afternoon,1,5,new,moderate,6,5,medium,medium,individual,41.25,medium
communication,19,high,evening,3,8,repeated,moderate,2,6,low,medium,individual,52.71,medium
household,22,medium,morning,1,9,new,moderate,3,1,medium,medium,individual,29.7,low
health,42,low,morning,1,9,repeated,moderate,1,4,medium,high,individual,18.79,low
household,93,high,night,8,6,repeated,unclear,6,0,medium,medium,college,40.24,medium
finance,88,high,evening,3,9,new,moderate,3,2,medium,high,family,54.91,medium
communication,26,low,evening,2,5,new,moderate,2,4,high,low,work,38.57,medium
academic,119,medium,evening,6,2,new,unclear,1,5,low,medium,family,71.61,high
personal_admin,80,low,evening,1,6,repeated,unclear,10,5,low,high,individual,70.03,high
academic,109,low,night,2,9,repeated,moderate,6,6,low,low,family,55.18,medium
personal_admin,108,low,evening,4,9,repeated,clear,3,5,low,high,individual,20.63,low
academic,64,low,afternoon,7,10,repeated,clear,10,6,medium,high,individual,38.95,medium
household,115,high,afternoon,2,1,repeated,clear,3,0,low,low,individual,26.59,low
academic,101,medium,evening,4,3,new,moderate,5,2,high,low,college,62.05,medium
academic,97,medium,afternoon,4,7,repeated,unclear,5,2,low,low,family,36.4,medium
finance,70,low,afternoon,8,3,new,unclear,8,0,high,low,college,37.99,medium
finance,30,medium,night,7,9,repeated,clear,1,5,low,low,family,11.85,low
health,68,low,evening,7,6,repeated,unclear,2,1,medium,medium,family,34.4,low
household,100,medium,afternoon,9,2,repeated,clear,5,3,low,medium,work,17.9,low
household,62,low,morning,3,7,new,moderate,4,1,medium,medium,family,21.1,low
finance,7,low,morning,3,7,repeated,moderate,2,6,low,medium,individual,37.95,medium
household,34,high,morning,10,7,repeated,moderate,7,0,medium,high,individual,13.8,low
finance,23,low,morning,9,2,repeated,moderate,4,7,high,medium,family,41.56,medium
communication,14,medium,evening,2,6,repeated,moderate,9,0,high,low,individual,40.37,medium
academic,93,low,morning,3,4,repeated,unclear,7,5,high,low,college,65.07,high
health,50,low,evening,9,2,repeated,unclear,9,1,high,low,family,26.98,low
finance,23,low,afternoon,10,1,repeated,unclear,7,1,low,low,family,16.04,low
finance,62,high,night,6,3,new,unclear,8,6,medium,high,family,92.08,high
academic,111,high,afternoon,5,6,repeated,clear,10,1,low,medium,work,45.02,medium
household,89,low,evening,9,5,repeated,moderate,2,4,low,low,family,15.43,low
household,10,medium,afternoon,7,9,repeated,clear,6,0,low,high,individual,9.57,low
household,55,medium,night,2,5,new,moderate,8,5,medium,low,college,64.69,medium
academic,18,low,evening,10,2,repeated,moderate,5,7,high,low,work,39.76,medium
health,62,low,evening,9,7,repeated,clear,10,5,high,medium,work,44.69,medium
communication,12,medium,evening,6,6,new,moderate,5,5,medium,low,college,49.99,medium
communication,6,medium,night,3,5,repeated,moderate,5,1,low,low,individual,30.59,low
academic,22,low,evening,1,10,new,clear,2,2,low,medium,individual,10.69,low
personal_admin,90,medium,evening,4,5,new,clear,1,4,medium,low,family,53.86,medium
academic,61,high,morning,8,6,repeated,clear,5,4,low,medium,work,27.24,low
health,98,low,evening,5,5,new,unclear,10,3,high,low,individual,70.03,high
personal_admin,104,low,evening,5,5,repeated,moderate,5,2,low,high,individual,54.97,medium
finance,96,high,afternoon,2,9,repeated,unclear,6,0,medium,medium,individual,67.99,high
personal_admin,39,low,evening,4,6,repeated,clear,9,6,medium,low,family,39.14,medium
finance,70,medium,evening,4,9,repeated,unclear,6,4,medium,low,family,28.82,low
academic,60,medium,afternoon,9,3,repeated,unclear,6,5,medium,medium,family,49.43,medium
academic,104,low,afternoon,7,7,new,moderate,6,5,high,medium,individual,50.46,medium
household,86,low,evening,7,8,repeated,moderate,2,6,medium,medium,college,43.24,medium
academic,47,medium,morning,9,10,new,clear,2,6,high,high,college,38.88,medium
finance,77,low,evening,9,1,new,moderate,5,7,low,medium,college,44.83,medium
household,96,high,morning,5,3,new,clear,9,4,medium,high,work,59.9,medium
health,76,medium,evening,1,7,new,clear,4,6,low,medium,college,65.94,high
household,12,low,afternoon,2,3,repeated,moderate,6,1,low,high,family,25.8,low
communication,9,low,morning,8,8,repeated,moderate,2,0,low,medium,individual,-10.46,low
personal_admin,17,high,evening,6,5,repeated,moderate,7,2,low,high,individual,41.45,medium
academic,11,medium,afternoon,10,6,repeated,clear,2,5,low,medium,individual,21.11,low
finance,25,medium,evening,8,1,new,moderate,2,2,medium,low,individual,42.59,medium
health,97,low,afternoon,3,10,repeated,moderate,5,2,high,low,college,31.05,low
academic,41,medium,night,3,9,repeated,moderate,2,6,medium,medium,family,37.1,medium
communication,49,high,morning,6,10,repeated,clear,6,6,medium,medium,individual,27.93,low
household,56,medium,morning,4,7,new,unclear,5,2,low,medium,individual,35.98,medium
health,52,low,evening,4,5,repeated,clear,8,6,medium,low,college,33.37,low
communication,66,high,night,4,10,repeated,unclear,10,6,high,high,work,79.21,high
communication,82,low,evening,2,5,new,unclear,1,5,high,low,family,58.48,medium
health,105,medium,morning,7,4,new,clear,6,3,low,low,work,21.4,low
academic,55,high,afternoon,5,1,new,moderate,3,3,low,medium,individual,54.37,medium
health,8,high,evening,5,1,repeated,clear,7,1,medium,low,family,2.7,low
personal_admin,90,medium,night,7,1,new,clear,9,2,low,medium,individual,53.52,medium
personal_admin,60,high,afternoon,5,3,repeated,moderate,7,6,medium,medium,college,58.24,medium
health,79,medium,afternoon,1,4,repeated,moderate,7,5,low,low,individual,47.76,medium
household,38,low,morning,2,4,repeated,moderate,3,1,low,high,college,26.5,low
personal_admin,49,low,afternoon,5,5,repeated,clear,2,5,low,medium,individual,2.18,low
household,20,low,morning,7,4,repeated,moderate,10,3,low,medium,college,19.73,low
communication,13,medium,morning,10,5,new,clear,2,7,low,high,individual,23.33,low
academic,84,low,evening,2,5,new,unclear,1,2,high,medium,family,58.27,medium
personal_admin,107,high,afternoon,8,3,repeated,unclear,9,2,medium,low,individual,51.88,medium
finance,20,low,night,5,6,repeated,unclear,5,3,high,high,individual,62.91,medium
health,99,medium,evening,9,4,repeated,clear,8,5,medium,high,individual,48.8,medium
academic,35,high,afternoon,6,1,repeated,clear,10,4,medium,high,individual,76.37,high
health,17,medium,evening,3,6,repeated,unclear,4,3,high,low,family,45.89,medium
health,9,low,night,6,8,repeated,unclear,7,5,medium,medium,college,20.45,low
finance,51,high,afternoon,9,1,new,unclear,2,1,high,low,individual,58.3,medium
household,43,low,evening,1,3,new,clear,3,6,low,low,individual,27.54,low
communication,22,low,morning,1,5,new,moderate,3,7,medium,low,individual,36.47,medium
academic,24,low,afternoon,8,7,repeated,moderate,10,0,low,medium,family,14.24,low
communication,6,medium,evening,7,9,new,moderate,8,5,medium,medium,individual,52.94,medium
academic,44,high,evening,1,10,new,clear,7,2,high,medium,individual,59.16,medium
household,34,low,evening,8,8,repeated,clear,9,7,medium,medium,work,36.21,medium
academic,14,high,night,5,2,new,moderate,4,6,low,high,family,75.52,high
academic,68,low,evening,9,9,repeated,unclear,3,5,low,low,college,14.93,low
academic,46,low,night,3,2,repeated,moderate,1,4,low,high,work,53.58,medium
personal_admin,79,medium,evening,5,10,new,clear,10,0,low,high,college,35.59,medium
communication,57,high,morning,7,6,repeated,moderate,7,7,low,medium,individual,48.28,medium
household,97,low,evening,10,4,repeated,clear,8,6,medium,low,work,35.17,medium
communication,57,low,afternoon,8,10,repeated,clear,10,6,low,high,college,18.32,low
communication,44,medium,morning,3,8,new,moderate,8,7,low,low,individual,38.47,medium
personal_admin,20,medium,morning,1,4,new,moderate,7,1,high,high,individual,70.35,high
academic,52,low,evening,6,9,new,unclear,8,5,high,medium,individual,70.82,high
household,65,low,evening,5,2,new,moderate,10,0,low,high,college,38.81,medium
personal_admin,96,low,night,5,4,repeated,clear,1,6,medium,medium,individual,28.8,low
household,85,medium,night,6,7,repeated,unclear,10,6,medium,medium,college,59.3,medium
academic,42,low,evening,3,2,new,clear,8,3,high,medium,individual,42.38,medium
academic,118,low,morning,5,1,repeated,unclear,2,2,high,medium,college,39.07,medium
academic,117,low,afternoon,10,2,repeated,moderate,5,1,medium,high,individual,41.4,medium
personal_admin,48,low,morning,1,2,repeated,clear,3,6,medium,medium,work,35.97,medium
household,19,medium,afternoon,8,6,new,moderate,6,5,medium,high,college,41.79,medium
personal_admin,99,low,evening,9,3,new,moderate,5,4,low,low,work,42.18,medium
personal_admin,65,low,evening,4,7,new,unclear,6,1,medium,medium,work,42.26,medium
communication,11,low,morning,5,4,new,clear,5,2,medium,low,college,19.54,low
academic,114,medium,afternoon,7,10,new,moderate,8,4,medium,medium,family,33.13,low
academic,34,medium,evening,10,2,new,moderate,9,5,low,low,individual,36.24,medium
communication,40,low,afternoon,5,10,new,clear,3,7,low,medium,individual,39.2,medium
household,117,low,night,4,2,repeated,moderate,1,4,low,high,individual,44.85,medium
communication,94,medium,afternoon,8,2,repeated,moderate,3,7,low,high,work,35.67,medium
household,15,low,afternoon,6,4,repeated,moderate,5,4,medium,medium,college,42.89,medium
personal_admin,74,low,evening,2,8,repeated,clear,7,0,low,low,college,22.76,low
communication,110,high,afternoon,4,10,new,clear,2,4,medium,medium,college,52.66,medium
finance,33,medium,night,3,3,new,moderate,10,3,low,high,individual,87.48,high
personal_admin,96,medium,evening,2,6,repeated,clear,3,2,high,medium,college,25.24,low
academic,83,high,evening,6,4,repeated,moderate,5,2,medium,medium,college,58.36,medium
academic,97,high,evening,10,2,repeated,clear,2,6,medium,low,individual,46.94,medium
academic,10,medium,evening,1,3,new,unclear,3,3,medium,high,family,71.24,high
academic,116,low,morning,10,4,new,moderate,1,0,medium,medium,family,14.65,low
communication,80,medium,evening,4,9,repeated,unclear,5,5,medium,medium,individual,64.62,medium
household,55,medium,evening,8,5,repeated,clear,5,4,high,medium,family,34.94,low
household,84,low,morning,5,7,new,moderate,8,5,high,medium,individual,59.72,medium
personal_admin,114,low,morning,3,1,new,clear,7,2,medium,medium,individual,52.61,medium
academic,42,low,afternoon,2,1,repeated,unclear,4,6,medium,low,individual,71.86,high
communication,77,low,night,6,6,new,moderate,3,6,medium,medium,work,52.11,medium
academic,26,low,evening,4,7,repeated,unclear,7,5,low,high,individual,49.09,medium
household,101,medium,night,7,1,new,clear,10,2,low,medium,individual,50.35,medium
communication,94,high,evening,8,4,repeated,moderate,1,2,high,low,individual,50.59,medium
personal_admin,58,low,evening,9,6,repeated,moderate,3,4,medium,high,college,29.06,low
household,44,low,afternoon,7,2,new,moderate,10,5,high,low,individual,53.04,medium
academic,11,high,night,9,9,repeated,moderate,9,7,medium,medium,work,72.9,high
household,114,low,evening,4,10,new,unclear,3,6,medium,high,college,71.05,high
academic,100,low,evening,1,2,new,clear,6,1,low,low,college,39.62,medium
academic,44,low,afternoon,7,10,new,moderate,5,0,low,high,college,14.85,low
communication,111,low,morning,2,5,new,unclear,1,3,low,low,family,40.35,medium
academic,28,medium,morning,10,1,repeated,unclear,7,7,low,medium,college,43.98,medium
communication,45,high,evening,9,6,repeated,unclear,6,7,low,high,individual,43.73,medium
communication,55,medium,night,6,3,repeated,moderate,3,0,low,medium,family,31.36,low
household,43,high,morning,9,6,repeated,moderate,7,3,low,low,individual,12.9,low
academic,106,low,night,8,9,new,moderate,5,3,low,low,individual,26.84,low
personal_admin,118,high,morning,9,8,new,moderate,7,3,medium,medium,family,48.21,medium
household,105,low,evening,7,2,new,moderate,1,4,low,high,work,37.44,medium
health,87,low,morning,3,9,new,unclear,9,1,medium,low,individual,33.98,low
household,47,low,night,10,1,repeated,clear,6,1,medium,low,college,15.39,low
communication,73,high,morning,5,3,new,unclear,10,7,medium,low,family,73.56,high
household,98,medium,afternoon,3,10,new,moderate,8,1,medium,medium,individual,42.33,medium
household,63,low,evening,3,10,repeated,clear,10,6,low,high,work,37.86,medium
academic,29,low,evening,7,4,repeated,moderate,1,3,high,high,family,39.95,medium
household,98,high,afternoon,6,5,new,unclear,2,1,medium,high,family,52.99,medium
personal_admin,29,high,evening,5,7,repeated,unclear,3,3,medium,medium,college,51.8,medium
finance,77,medium,evening,5,3,new,moderate,1,6,medium,medium,work,63.67,medium
academic,95,low,afternoon,8,6,new,unclear,3,6,medium,medium,family,54.3,medium
communication,28,low,evening,1,8,repeated,unclear,10,4,medium,medium,college,50.13,medium
personal_admin,66,low,afternoon,4,5,repeated,clear,1,7,medium,medium,family,34.68,low
finance,108,low,evening,5,1,repeated,unclear,10,7,low,medium,individual,70.06,high
academic,47,low,evening,9,5,new,moderate,1,0,medium,high,college,38.73,medium
personal_admin,63,low,afternoon,1,3,new,unclear,8,1,low,low,college,54.61,medium
household,58,medium,morning,9,4,repeated,unclear,2,0,medium,medium,individual,18.66,low
communication,106,high,evening,6,10,new,clear,1,1,low,high,individual,25.24,low
communication,83,high,afternoon,3,7,repeated,unclear,5,3,low,medium,work,50.42,medium
personal_admin,106,medium,afternoon,3,3,new,clear,7,6,low,high,individual,60.82,medium
personal_admin,30,low,morning,4,1,repeated,clear,10,5,medium,low,family,42.37,medium
personal_admin,58,low,evening,5,8,repeated,moderate,10,7,low,medium,individual,35.97,medium
academic,65,high,afternoon,9,4,repeated,unclear,8,5,medium,low,individual,64.22,medium
personal_admin,98,low,afternoon,6,3,new,unclear,1,3,medium,low,family,40.65,medium
academic,79,low,night,5,6,repeated,unclear,6,1,low,low,work,47.47,medium
household,97,low,morning,6,10,repeated,unclear,9,2,low,medium,individual,34.81,low
communication,83,low,morning,6,4,new,clear,6,5,high,high,college,59.99,medium
communication,48,low,evening,9,7,repeated,moderate,4,4,low,medium,individual,14.43,low
communication,13,low,evening,10,7,new,moderate,9,3,medium,medium,individual,34.06,low
communication,46,medium,afternoon,7,3,new,unclear,3,3,low,low,work,36.71,medium
personal_admin,33,low,afternoon,7,2,new,clear,6,6,low,medium,individual,28.58,low
academic,83,low,afternoon,4,4,new,moderate,6,0,low,high,college,36.2,medium
household,85,low,morning,5,10,new,clear,5,6,low,high,college,39.61,medium
personal_admin,84,low,afternoon,7,6,repeated,moderate,9,3,low,medium,work,17.18,low
academic,62,low,evening,8,10,repeated,moderate,5,6,high,low,work,29.45,low
communication,90,low,afternoon,6,3,repeated,unclear,10,3,high,low,family,41.09,medium
finance,108,low,night,8,9,new,moderate,9,0,low,medium,individual,35.23,medium
communication,67,high,morning,9,10,repeated,moderate,2,7,medium,medium,individual,25.62,low
finance,53,low,afternoon,1,7,repeated,moderate,5,5,medium,low,college,27.29,low
academic,111,low,evening,4,6,repeated,clear,3,0,low,high,family,40.28,medium
personal_admin,15,high,afternoon,9,4,repeated,unclear,6,4,medium,low,college,41.22,medium
academic,106,medium,afternoon,5,4,repeated,clear,9,5,low,medium,college,42.9,medium
household,93,high,morning,4,4,repeated,moderate,2,5,medium,medium,college,46.43,medium
academic,58,low,night,9,9,new,unclear,10,3,medium,high,college,67.71,high
communication,34,low,morning,2,10,new,moderate,5,1,medium,low,family,26.95,low
finance,70,low,night,2,3,new,unclear,1,5,high,high,individual,83.5,high
personal_admin,69,high,afternoon,8,3,repeated,moderate,3,1,low,high,work,16.76,low
finance,120,low,night,8,7,repeated,clear,2,3,low,low,individual,23.54,low
communication,106,low,morning,5,3,new,unclear,7,5,high,high,work,76.69,high
personal_admin,62,medium,evening,6,10,repeated,clear,7,6,high,high,individual,51.24,medium
communication,61,medium,evening,5,4,repeated,clear,5,4,medium,low,individual,43.46,medium
communication,41,high,afternoon,8,8,repeated,moderate,9,7,medium,medium,individual,46.76,medium
communication,58,high,evening,6,5,repeated,moderate,4,1,low,medium,work,32.07,low
household,77,medium,afternoon,6,4,repeated,moderate,10,2,medium,medium,college,48.17,medium
health,73,low,morning,7,5,repeated,moderate,7,5,low,high,individual,32.41,low
academic,118,medium,afternoon,2,9,repeated,clear,7,2,medium,high,work,47.13,medium
communication,28,low,afternoon,9,3,new,unclear,8,4,high,high,family,56.19,medium
finance,67,low,afternoon,3,9,new,clear,5,7,medium,low,individual,18.08,low
personal_admin,95,low,evening,9,3,repeated,clear,10,5,high,high,individual,50.58,medium
personal_admin,98,low,afternoon,10,8,repeated,moderate,6,2,low,high,individual,28.78,low
communication,55,low,evening,5,6,new,unclear,2,4,low,medium,individual,22.33,low
communication,19,high,morning,1,5,new,moderate,2,2,low,high,family,49.98,medium
household,51,high,morning,10,6,new,unclear,6,3,low,medium,individual,45.33,medium
communication,77,medium,afternoon,4,4,new,unclear,10,1,high,high,individual,67.84,high
personal_admin,50,low,night,6,4,new,clear,5,3,medium,low,family,33.09,low
personal_admin,105,high,afternoon,3,9,repeated,clear,3,5,low,medium,individual,31.63,low
personal_admin,34,low,morning,6,8,repeated,moderate,2,1,high,high,college,23.36,low
academic,117,medium,afternoon,1,10,new,moderate,8,1,medium,low,work,52.98,medium
personal_admin,83,high,afternoon,10,5,repeated,clear,2,2,low,low,individual,13.7,low
personal_admin,24,low,night,10,6,new,unclear,4,0,medium,low,work,24.58,low
household,61,high,morning,9,9,repeated,clear,2,5,high,low,individual,15.9,low
communication,53,low,night,9,4,repeated,moderate,4,4,medium,low,college,29.99,low
health,60,high,night,4,2,repeated,moderate,5,7,medium,low,work,64.66,medium
communication,60,low,evening,2,6,repeated,unclear,9,3,high,low,individual,42.95,medium
personal_admin,29,low,morning,8,9,repeated,moderate,9,2,low,high,individual,13.42,low
communication,13,medium,afternoon,7,6,repeated,moderate,2,4,high,low,family,36.62,medium
finance,113,low,evening,1,7,repeated,unclear,9,5,low,medium,family,62.72,medium
health,26,low,afternoon,6,5,repeated,clear,6,2,low,medium,college,9.29,low
communication,81,medium,night,10,9,new,unclear,5,7,low,high,individual,52.33,medium
personal_admin,41,medium,morning,5,8,new,clear,2,1,medium,low,family,21.25,low
communication,32,high,afternoon,2,9,repeated,clear,5,1,medium,low,individual,28.35,low
